,Text,Ground_Truth
590,Please change the term on deal 143913 to evergreen.,True
591,Please change the zone location for meters T0012 and T0A62 from North Other to South Other.,True
592,Please change these deals to NRG Power Marketing Inc for all the members slowly.,True
593,Please change your Capacity Types so that they are unique.,True
594,Please check and give me call so we can discuss what the next step needs to be.,True
595,please check and let me know which volume is good.,True
596,"Please check back with me, and should be able to provide you with the load data.",True
597,Please check back with this site for future updates on plans for the new trading platform.,True
598,"Please check deals 252056 primary and 252057, just set these up in Sitara.",True
599,Please check design and requirements of all participants and design classes to suit individual need.,True
600,Please check each document and forward to the counterparty for their execution and return.,True
601,Please check for dates that are not currently busy and call the members to get appintments.,True
602,"please check into this and make sure they post it ASAP, especially since our time frame is quite tight.",True
603,Please check it out and let me know what the deal numbers are for this month and prepare a document also.,True
604,Please check my calendar before you schedule the meeting as this week is full of meetings and let me send the alerts also.,True
605,Please check on the actual storage capacity volume on FSS contract 63304.,True
606,Please check on the following Enron entities to determine if they also need Enron Marketing Services Inc.,True
607,Please check on these immediatly since the LDC deadlines start today and send updates frequently.,True
608,Please check on these invoices.,True
609,please check on why have not being reimbursed by Continental and solve that.,True
610,Please check our corporate resolutions to make sure that they cover off execution of confirms for data transactions.,True
611,Please check out each of the above web sites and let me know what changes you are planning to do.,True
612,Please check out with TEP when you are aware of the new sink.,True
613,Please check TeleBEARS to confirm your schedule and review wait lists below today.,True
614,Please check that Coral is not invoiced or paid on these deals and let me know by evening.,True
615,"Please check the circulation list on this email, and forward as you think appropriate.",True
616,Please check the positions for DEC and take look at how all of the transport is booked.,True
617,please check the status on that report by tomorrow before meeting starts.,True
618,"please check the terms and pricing, and correct the deals.",True
619,"Please check them out and get back to me as soon as possible with deal numbers, so we can start the work here.",True
620,Please check this list to see how you want your name to appear on application and make changes if neccessary.,True
621,Please check this out and provide some comments related to new features from last month's report.,True
622,Please check to see if we require one tpa or two seperate ones and let me know the requirement to provide.,True
623,please check to see what amount PJM is showing for this hour and report if it is more than expected.,True
624,please check to see whether Niagara Mohawk has filed any motions before the bankruptcy court.,True
625,PLease check with Elsa on dates for upcoming events.,True
626,Please check with GMT and limit him to this project.,True
627,please check with Kevin regarding this memo and if you are able to get copy please fax it to me.,True
628,Please check with Kim on the location and whether future dates are set or not .,True
629,Please check with Mike Barnas and Kent Shoemaker to  see if they are available at 11:00 Central tomorrow.,True
630,Please check with our office before sending any western union as our sending information occasionally changes.,True
631,"Please check with Ryan and he will let you know what he needs, so you can provide those.",True
632,"please check with Steve Leppard and ask him to confirm, and send to me his position and title of his talk tonight.",True
633,please check with the state of incorporation to confirm that the papers have been processed in both places,True
634,please check with the trader and confirm which price is correct.,True
635,Please check with Vincent's supervisor on modifying this for the job description.,True
636,Please check with your team and coordinate with Account Managers and Sales Executives to achieve sales objectives.,True
637,Please check your calendars and let me know what works best for you.,True
638,Please check your client bill and let us know whether you agree or disagree with the bill details.,True
639,Please check your files for any executed agreement on these counterparties and forward them to me for immediate processing.,True
640,please check your records to see what volume TUFCO requested for May 12th and update that in new file.,True
641,please check your roster carefully and make sure that the people on the list really are attending your course.,True
642,Please circulate and get comments as necessary.,True
643,Please circulate revised draft of the Guaranty Agreement and advise as to when Coral can meet for execution of the Letter Agreements and the Guaranty Agreements.,True
644,Please circulate this information to all interested parties within your group by this weekend.,True
645,"Please clean and blackline copies of the revised agreement for your review, per my discussion with Kay yesterday.",True
646,Please clean up my Holdings page to net longs and shorts today.,True
647,Please click Approval to review and act upon this request.,True
648,Please collect all the percentages in the spreadsheet from last month.,True
649,Please combine the document from yesterday in the same binder so can read the whole package while I'm on vacation.,True
650,Please come by 5C2 at your convenience tomorrow as UBS require you to complete missing information on your application form.,True
651,Please communicate with customers relating their pending payments.,True
652,Please complete Hayden's form for your respective regions today.,True
653,Please complete the above in time for us to discuss sometime Friday.,True
654,"Please complete this questionnaire, which will shape SVMG's energy action agenda on your behalf.",True
655,Please conduct meetings to encourage your employees to suggest list of reviewers promptly for your approval.,True
656,Please confirm by return participation of your respective groups.,True
657,Please confirm receipt of this email once you forward this to everyone before I respond.,True
658,Please confirm that by ENA and EES taking no action at the hearing that the agreements have been terminated.,True
659,Please confirm that it is the Crude Swap and rebook as necessary by tomorrow.,True
660,Please confirm that the latest round of Order 637 filings begins on page of that attachment once you receive the data from client.,True
661,"Please confirm that Unit 17 is going to CA Energy Development I, and Unit 18 is going to CA Energy Development II.",True
662,Please confirm to me ASAP by end of day since we are running out of time.,True
663,Please confirm whether this should in fact and let me know as well.,True
664,Please confirm with Sheila what time we will have the call this week and inform me.,True
665,Please confirm you received the folders for the phone screens gave to your assistants yesterday afternoon.,True
666,"Please confirm your availability to participate in the two and half week orientation via email to Tracy Arthur by Friday, December 22",True
667,"Please confirm your availability to participate in the two and half week orientation via email to Tracy Arthur by Friday, December 22, 2000.",True
668,Please contact Chrysti Hardy to add their names into the group this week.,True
669,Please contact Jon Alstad in my absence with any action items and input you may have in next coming days.,True
670,Please contact me regarding the status of this progress and what needs to happen to expedite resolution to paragraph one.,True
671,Please contact Stephanie to participate with Enron.,True
672,Please continue to get approval above this amount from TCO Gas Control.,True
673,Please continue to include me in all further intellegence reports regarding the situation in California.,True
674,Please coordinate and support other developers to define solutions ASAP.,True
675,Please coordinate to make sure someone listens to this conference call each week.,True
676,Please coordinate with Account Mangers in determining new business opportunities with potential customers.,True
677,Please coordinate with other departments and investigate accidents and indentify root cause of damage.,True
678,Please coordinate with supervisor and receive all materials and prepare necessary paperwork for same.,True
679,Please cover the key items listed in the earlier email ASAP.,True
680,Please create a new link to set up your account and add a new module.,True
681,Please create accounts and make sure all of your traders are set up on this messeging board.,True
682,Please create clean well executed design concepts to use for the new project.,True
683,Please create data mapping from multiple data sources to a single domain model and send me the report.,True
684,Please create manual invoice to MCV for the following item Contract 96001636 Price $2.46 Pipeline PEPL.,True
685,"Please create new CPR index report and have it sort 1st byPub Code, 2nd by pipe, 3rd by zone.",True
686,please create UI coding standards and let me know the status.,True
687,Please create various different reports as required.,True
688,please debug mixed-signal product test specifications and let me know the patterns.,True
689,"Please delete Stuart Zisman, add me to your distribution list and send me the confirmation.",True
690,Please develop and implement yard fire protection programs to ensure fire safety in this week only.,True
691,Please develop and manage daily paperwork for invoicing and mailing.,True
692,Please develop client product and underwriting files according to company standards.,True
693,Please direct any questions to Dorie Hitchcock via email to get solved.,True
694,Please direct your inquiry to David Scott at volume in row 364 incase of emergency.,True
695,Please direct your questions and concerns in my direction and let me know in what areas you would like my assistance.,True
696,Please discuss this with Kevin Presto's tranmission people Bill Rust on 31.,True
697,Please discuss this with Morgan and finalize the list.,True
698,Please discuss this with Morgan.,True
699,please do research and find Evolution Markets COP special report by tomorrow.,True
700,please do your best to sell off these additional positions.,True
701,"Please document the sale and the other bids, timing issues, costs, and any other factors that led to or affected the sale.",True
702,please double check to make sure the values are now correct.,True
703,Please double check your volumes and contract numbers before updating the final report.,True
704,Please email everyone with the end date when you find out.,True
705,Please email me back to confirm receipt.,True
706,Please email me back to confirm the meeting time.,True
707,Please email me your Login and Password in the correct case so that can keep the file updated.,True
708,Please email or call with an update.,True
709,please email to kathy and chris about changes in the list once you add me.,True
710,Please email your cost estimates when company confirm the plan,True
711,Please email your cost estimates when complete.,True
712,Please ensure compliance of all federal state and local laws that regulate collection processes.,True
713,Please ensure consistency and accuracy of customer account deliverables.,True
714,Please ensure customer satisfaction by providing high quality customer service.,True
715,Please ensure delinquent account debtors to meet their debt obligations.,True
716,Please ensure proper handling of all materials and store it appropriately to retrieve easily.,True
717,Please ensure smooth transition as client moves among service models and let me know if you see any changes.,True
718,Please ensure that the method used for measuring particulate matter can have significant impact on the particulate level determined.,True
719,please ensure to file or mail copies for deposit tickets as well as adjustments to customers.,True
720,Please ensure you log out at night in order to receive the upgrade.,True
721,"Please everyone check your calendars as soon as possible and let me know if Wednesday, February 16th will work for our Off Site Meeting, so can schedule accordingly.",True
722,please extend backup support on client communication and problem solving with in next two days.,True
723,please extend the deal or create new deals as requested.,True
724,please extend the deal to April so that can allocate it.,True
725,Please extract from the database all unpaid and long pending account dues.,True
726,Please file this in your Call Dave when you find this folder.,True
727,Please fill out the attached activity data survey with March numbers for your RC by end of day.,True
728,please find a team and pass this email on to the correct person who can resolve this.,True
729,please find an updated Allocations schedule from ENA for 2002 Plan.,True
730,please find an updated allocations schedule which now reflects in separate line the planned IT Infrastructure Allocation,True
731,please find an updated Power Credit Watch List.,True
732,"Please find and forward this to whoever in the Pipeline group does transport, especially Oasis.",True
733,please find and send the most recent draft of UBS' 205 application for MBR.,True
734,please find attached the Contract Schedule Summary between Enron and PG E.,True
735,"Please find below the agenda for the 2002 Plan Review with Stan on Friday, October 12 in 49C2.",True
736,Please find clean and blackline versions of the exhibits to the CA Energy Development Agreements.,True
737,"please find copy of volumes delivered to Columbia Energy Services for March thru March 9, 2000 and send it to me.",True
738,please find draft of the Schedule to Master Agreement in connection with the Wind River Conversion.,True
739,please find draft papers for the approval of protocol as we discussed last week in Houston and draft MRT stipulation.,True
740,please find instructions on retrieving Transmission Week,True
741,"please find memo regarding the delay of ERCOT's cutover to single control area operations to July 31, 2001.",True
742,please find memorandum containing the issues that we would like you to address,True
743,please find our comments to Schedule and let us know further details.,True
744,Please find people who like to test the application for this project.,True
745,please find revised Schedule to the ISDA Master Agreement to be entered into Enron Corp.,True
746,please find schedule of planned allocations from ENA to other Business units.,True
747,please find tentative schedule for the meetings for next month.,True
748,Please find the agenda for Wednesday's meeting.,True
749,"please find the last slide from the April 24, 2001 presentation for next presentation.",True
750,Please find the lastest versions of the Protocols both clean and redlined versions and their cover pleadings.,True
751,please find the latest Line 300 pipeline liquid sample test summary for the Hinkley and Kettleman districts.,True
752,"Please find the latest version of the CA Development and II Agreements, as well as blaclines Document Nos.",True
753,Please find the most recent version of the CA Development Agreement and Exhibits as well as blackline against the version circulated on December 4.,True
754,please find the regulatory filing summary and summary of interventions and prepare a document.,True
755,Please follow the instructions in TurboTax carefully to get best results.,True
756,Please follow the memo below and continue to keep Eastrans deliveries at zero until further notified.,True
757,Please follow the steps outlined here to access the Gas Message Board and let the team know.,True
758,"please forward it on to the right person, ask them to complete and let me know who that is.",True
759,Please forward me your passwords for the upcoming move.,True
760,Please gather receipts so we can discuss on it for best results,True
761,Please gather receipts so we can discuss.,True
762,Please gather this information as soon as you can from Nancy Stivers.,True
763,Please get back to me as soon as your schedule permits regarding the site visit,True
764,Please get back to me as soon as your schedule permits regarding the site visit and feel free to call at any time.,True
765,Please get back to us today as we need to get the Cash Approval Sheet to the credit committee this afternoon.,True
766,please get contact name and phone number for this counterparty from deal so that we can send out the confirmation letter and the number we have in the system has been disconnected.,True
767,please get good contact drop down list in deal entry.,True
768,please get me schedule of my oustanding options and restricted stock including grant price and vesting dates.,True
769,Please get the deal in the System this morning and let me know what the deal numbers are and will set up the arraignments and let you know what the Track ID's are.,True
770,please give me an update on where things stand on the finalisation of the Guarantees and Schedule with Deutsche.,True
771,Please give me call at X.35840 by Friday morning to raise resolve the raised issue.,True
772,Please give me the following info for the activity behind Peoples Phillips Power Gas Marketing Term.,True
773,Please give me your comments on this solution before we take the next step of the concept.,True
774,Please give me your thoughts regarding deletion of Part of the Schedule and not utilizing the CSA to improve.,True
775,please give this list to your new people and tell them to select the physical counterparties on the list.,True
776,Please go ahead and make the changes you were planning to make and contribute to stimulating the economy.,True
777,"Please go into your SAP profiles, check your Profile information and send me the accuracy.",True
778,Please grant Dale full access and the others should receive the scaled down version.,True
779,Please grant full access to Dale Furrow in retail risk management.,True
780,please grant them the more limited access.,True
781,Please have all feedback forms completed by the date noted below.,True
782,Please have this acknowledgement letter reviewed as soon as possible.,True
783,Please have this number ready before you contact the technical support representative and get the complete details about that to move further.,True
784,Please have your paper work into St.,True
785,please help me out with his name and telephone number to reach the correct person where I can resolve my document issues.,True
786,Please hire and train staff to develop and achieve all work objectives and evaluate performance on a regular basis for new project.,True
787,Please identify business initiatives and improvements.,True
788,Please include in your written request the mid number or map of the proposed location where you will be requesting to install compression.,True
789,Please include Pat and Stella also in the discussion.,True
790,Please include the room and time on the amtel.,True
791,please include these grants in the portfolio manager.,True
792,Please incorporate Dana's changes into the Master to test the design.,True
793,"Please indicate what is the damage, and what are the steps that are now in place to fix the problem.",True
794,Please inform all users of the Stentofon System of this change and pass this information to anyone that needs it.,True
795,"please inform me of an alternate way to schedule an interview so that may talk to someone prior to the May 1, 2001 deadline.",True
796,Please inform team to create marketing proposals and materials.,True
797,please join us and reorganize my schedule to accommodate you.,True
798,"Please join us on Saturday, April 15th to explore this incredible p.m.",True
799,Please keep me informed of your plan and progress in handling this matter everyday and update to team as well.,True
800,please keep the spreadsheet updated while I'm out because I need to work on it once I am bak.,True
801,Please keep this email invoice for your records and also send a copy to me.,True
802,Please keep track of customer balances all the time and update regularly.,True
803,please keep you eyes open for similar initiatives in other markets.,True
804,Please let Donna and myself know how to proceed with the ones in red.,True
805,Please let everyone on this mailing list know once the changes have been made.,True
806,Please let Marde know if you have preference as to which day you would like to meet with CNG.,True
807,Please let me have your comments at your earliest convenience.,True
808,Please let me know about access as soon as you get chance.,True
809,Please let me know about the 19th to BGE to arrange the meeting.,True
810,Please let me know about the scope of Sutherland's engagement.,True
811,please let me know approximately how long it will take to be able to provide Jill with draft to send to the customer.,True
812,"Please let me know ASAP, Brenda Herod would like this resolved today or not.",True
813,Please let me know at your earliest convenience.,True
814,"Please let me know good time to visit, so we can fix the problems.",True
815,"Please let me know how the CARP report looks now, and call me with questions.",True
816,Please let me know how to facilitate the process further.,True
817,Please let me know how to proceed with these deals.,True
818,Please let me know how you sourced the gas.,True
819,Please let me know how you wish to handle the outstanding bonds..,True
820,Please let me know how you would like to handle including of this special language in the confirmations.,True
821,Please let me know if you can meet tomorrow afternoon around Everyone else is more than welcome to attend.,True
822,Please let me know once we have understood your intent correctly.,True
823,"Please let me know once you check forms and reports and discuss with management on format, so we can do distribution to identify compliance issues.",True
824,"Please let me know that you received this email, so that we can assign the next task.",True
825,Please let me know the best way to correct The biggest variance problem.,True
826,Please let me know the contract numbers for the COH Production gas and path them in Gain if you don't mind.,True
827,Please let me know the date by which you would like to see them so that we can arrange our schedules accordingly.,True
828,Please let me know the final outcome on this and share the expected results.,True
829,Please let me know the location so can have his office set up at later date.,True
830,Please let me know the results so that I can redraft the sale through Unify.,True
831,Please let me know the status of June 15 delivery date.,True
832,Please let me know this morning what else should be putting together,True
833,Please let me know this morning what else should be putting together.,True
834,Please let me know today when we can get these contracts assigned.,True
835,Please let me know today when you are available to discuss further.,True
836,Please let me know what further can do from this end to prepare for tomorrow's meeting.,True
837,Please let me know what portion and percentage of charges are reimbursed by Enron Canada.,True
838,Please let me know what price Tenaska should be billed for these two days.,True
839,Please let me know what steps we need to take at the West Desk to help complete this process.,True
840,Please let me know what the payment schedule is for these amounts.,True
841,Please let me know what the response is from them.,True
842,Please let me know what time you will be out of the office for the month of November.,True
843,Please let me know what to do to extend this deal 85.,True
844,Please let me know what was booked for this deal.,True
845,Please let me know what you find and update the same to team as well.,True
846,Please let me know what you find out from Gerald.,True
847,Please let me know what you think about this issue.,True
848,Please let me know what your intentions are and if we can schedule meeting.,True
849,Please let me know what your thoughts are about our new project via email.,True
850,please let me know when the change has been made or if there is something that need to do.,True
851,Please let me know when this has been done and will make the change asap.,True
852,Please let me know when would be good time for us to speak about new features.,True
853,Please let me know when you can meet today to discuss the MOU.,True
854,please let me know when you get chance.,True
855,please let me know when you have allocated the gas to these meters.,True
856,Please let me know when you have contract number.,True
857,Please let me know where to head in to resolve this.,True
858,"Please let me know whether you can extend this deal or create new one, so that we can proceed further.",True
859,Please let me know who is good for your positions to help prioritize the ones we should phone screen.,True
860,please let me know who is handling this pricing issue,True
861,Please let me know who is specifically responsible to settle this trade.,True
862,Please let me know your thoughts about participating in the process.,True
863,Please let me know your thoughts on the Master Firm review the attached contract.,True
864,Please let me know your thoughts on this issue for T and other producers we buy from every month,True
865,Please let me know your thoughts to execute the customer's plan.,True
866,"Please let me know, as soon as possible, if this schedule creates conflict for you or not.",True
867,"Please let me know, TJae Tamara, collegue in the Houston office forwarded on message from Kevin that should contact you to set up some telephone interviews with the following people",True
868,Please let us know the changes and what the new allocation is.,True
869,Please let us know when the client has been added to the ACL.,True
870,Please let us know your schedule so that we do not overly burden you during your visit.,True
871,Please let us know your schedule to arrange for the conference.,True
872,Please let your group know that they should now be calling Sean for assistance and further information also.,True
873,Please link whatever you have done to make it work and go ahead and adjust the deals to bring us in balance.,True
874,Please look into this and let me know of any problems in making these changes.,True
875,Please look over the attached and let the manager know your comments via email by tomorrow.,True
876,Please look over this schedule and see if you agree with my thinking.,True
877,Please maintain accurate and complete customer account information.,True
878,Please maintain and review account plans for meeting the defined targets.,True
879,Please maintain broad knowledge of customer account regarding its target industry and competitors.,True
880,Please maintain sufficient planning reserves.,True
881,Please make an effort to review this content and get it back to me by next week COB Nov.,True
882,"Please make any other changes that may be needed regarding employees, titles, etc.",True
883,Please make appropriate changes in Sitara.,True
884,Please make copies for me and update it to me.,True
885,Please make every effort to make this work and let me know the status of work.,True
886,Please make note of my new contact information and share to all managers after the meeting.,True
887,"please make sure Chris, they should be from local production.",True
888,Please make sure to contribute actively to system-level verification of Mixed-Signal solutions.,True
889,Please make sure when you select your choice that you can't expect your ballot to be recounted!!!,True
890,Please make sure you integrate best practices in each application development data visualization and process flows.,True
891,please make the team understand IC industry practices company methods and participate.,True
892,Please make this clear in our proposal and make sure the volume shape is exactly the same as our JEA obligation.,True
893,Please manage and update customer database.,True
894,Please manage bank deposit and cash disbursement activities without any errors.,True
895,Please manage change requests for customer accounts.,True
896,"Please mark your calendar and use it on tomorrow's conference call, and is attached.",True
897,Please mark your calendar for the Monthly Regulatory Meeting to review the RTO to test newly added feature.,True
898,Please monitor my book and others to make certain DEC deals are not being transferred prior to NX1 at an IF monthly or GD daily mid price.,True
899,Please monitor work of employees and initiate disciplinary actions as required daily.,True
900,Please nominate the following volumes baseload for the rest of March starting Brian Perrone agree upon.,True
901,Please note that John is in Calgary and has 1 hour time difference and Tim is in Seattle with 2 hour time difference.,True
902,"Please note that will be out of the office until Tuesday, January 8.",True
903,Please note the email sent to Virginia below requesting additional information for this meeting.,True
904,Please note the following changes since our Energy Operations PRC in June and complete it as early as possible.,True
905,please notify me and Lisa Cousino immediately once you start getting results.,True
906,Please organize incoming claims data for effective retrieval.,True
907,Please organize your vacation on the west desk calendar with Ina and coordinate any early afternoon departures with Ina and myself.,True
908,Please park outside the complex and get the work done as soon as possible.,True
909,Please participate and give group overview.,True
910,Please pass along information to Logistics person that nominates on particular pipe.,True
911,please pass on to others that missed in your arena.,True
912,Please pass this info to all of our traders through call,True
913,Please pass this meeting invitation on to those relevant in the organization.,True
914,please perform this for me so that Anita can set up an accounting arrangement for me.,True
915,Please pick up your tickets from Patti Walsh at EB2015a.,True
916,Please plan to attend and let me know which conference room to gather as soon as it has been assigned.,True
917,Please plan to attend follow up meeting to discuss what is needed as far as position screens for trading transportation capacity on EOL.,True
918,Please plan to attend meeting to discuss Calp Transport Setup.,True
919,Please plan to have the data rerouted back down the target line for Daren.,True
920,Please post this to the 30012000 account and forward the confirmation.,True
921,Please prepare and deliver customer account reports in timely and accurate manner.,True
922,Please Prepare and promote schedule for group and assist participant to attend meetings.,True
923,Please prepare business presentations and reports for customers.,True
924,Please prepare by reviewing this document and bring copy with you on the 11th.,True
925,Please prepare verification environment as well as plans for mixed-signal blocks utilizing Cadence AMS.,True
926,Please print and save file for me.,True
927,please provide breakdown and variance explanations.,True
928,Please provide brief personal history of the two principals involved in Creekside.,True
929,"Please provide copy to your boss and with good recommendation, so that we can schedule the meeting this week.",True
930,Please provide courteous services to customers while ensuring collection of dues.,True
931,Please provide daily support of business operations to customers.,True
932,Please provide feedback on the employee listed below by accessing the Performance Management System PEP and completing an online feedback form as described in the Performance Management Quick Reference Guide.,True
933,Please provide him with spread option model that includes the curve fetch function.,True
934,Please provide Kara with contract numbers in the morning.,True
935,Please provide responses to customer inquiries in a professional manner.,True
936,Please provide some additional clarification including the following information so that Enron can decide how to best respond to the filing by evening.,True
937,Please provide the names and numbers of several subcontractors used on recent projects.,True
938,Please provide the requested information as mentioned by the end of the day.,True
939,"Please provide us with your own preliminary list of issues by midday, Wednesday, September 13.",True
940,Please put all deals under Exelon Generation from tomorrow.,True
941,Please put on calender As most of you may know the New Albany Purchase and Sales Agreement has been executed.,True
942,please put on schedule Tracy Arthur Associates who have made significant contributions to ENA.,True
943,Please put together list of accomplishments for the first six months which can help us.,True
944,Please raise that this report is originating from the SITARA database.,True
945,Please read it and let me know your comments.,True
946,Please read Jennifer's note below and let me know how you are currently dealing with EOL deals that have flow outside the original range of the deal.,True
947,Please refer calls from the trade press and other media inquiries to the Public Relations group.,True
948,Please refer calls only from the trade press and other media inquiries to the Public Relations group.,True
949,Please reference the meeting as Systems Meeting and also note that there will be follow up meeting.,True
950,Please reinstate my travel schedule for the Enron Legal Conference next week.,True
951,Please release the following capacity to Boston same as offer 50136 for February 2002.,True
952,Please remember to get Jim Murnan the info.,True
953,please remove me from all future distributions and send me the remaining list.,True
954,Please remove my name and information from the registered use,True
955,Please remove my name and information from the registered user list.,True
956,"Please report to me or Susan Lindberg, any suspicous denials or TLRs that you think may have been enacted as result of such security actions.",True
957,please reschedule the conference call and send confirmation email to Mike and Steve Swift,True
958,"please reschedule them for Wednesday or Thursday afternoon this week, so we can discuss the attendees list for the meeting.",True
959,Please resend in excel or pdf format.,True
960,Please resend it and will roll it for this week this morning.,True
961,Please resolve customer issues/concerns in a timely manner.,True
962,Please respond and let me know your status on the given work.,True
963,Please respond back to me when the changes have been made and Enron's back office can check out that.,True
964,"Please respond by Monday, March 4th as everyone is available to discuss.",True
965,"Please respond to me as soon as possible with your comments, and please pass it on to anyone else who needs to see it.",True
966,"Please return these surveys by end of day Wednesday, April 5th.",True
967,Please review and advise the numbers as per Enron's records.,True
968,"Please review and be prepared to dicuss on FRIDAY morning, so we can take the decision.",True
969,Please review and forward to the appropriate Enron personell for approval.,True
970,"Please review and if there is anything else that Rita Wynne need to know about this deal, just let her know.",True
971,Please review and inform me which is recorded accurately.,True
972,"Please review and let me know if this is what you had in Jim, to be involved in the process.",True
973,Please review and let me know when this has been accomplished and will retry to download in Unify.,True
974,Please review and let us know of any proposed changes.,True
975,Please review and provide feedback.,True
976,Please review available information for the Last three months of analytical on liquids from the pipeline and take the help if needed to complete.,True
977,Please review for any final comments as well as you comments on allocations.,True
978,Please review for clairty and content on the document which is completed by John.,True
979,please review it and let me know the changes you would like to make.,True
980,Please review my review of the transition period operating hour limitations.,True
981,please review the Ariz air rules at definition of major source esp subsec to avoid new source review.,True
982,Please review the attached balance sheet with Matt and get his sign off as soon as possible.,True
983,Please review the attached schedule for the tokenized products and respond.,True
984,Please review the attached worksheet listing Transmission and Generation additions.,True
985,"Please review the attached, and if it makes sense, perhaps we can schedule call to discuss and wrap things up.",True
986,Please review the attachment and let's discuss for the best results.,True
987,Please review the central desk scheduler responsible for the Cilco account from Lisa Kinsey.,True
988,Please review the Comments tab and resolve the major issues with in a week.,True
989,Please review the enclosed and advise of any additional comments.,True
990,Please review the FANSonly Privacy Statement.,True
991,Please review the fifth attachment PIBA Workshop Notes for my short synopsis.,True
992,Please review the file and make the changes in Sitara today.,True
993,Please review the following deals and settle with the customers who have problem with in a week.,True
994,Please review the following discrepancy and let me know what the price should be.,True
995,please review the following zones by Monday.,True
996,"Please review them, especially the schedules and exhibits, so we can finalize all the issues without having to go back and check on bunch of items.",True
997,Please review this and let me know how can we live with these warranty provisions.,True
998,Please review this information and let me know via email if RAC requires the documents.,True
999,please review this spreadsheet and provide the State and County information that you may have for the listed meters.,True
1000,please review your project schedule with each supervisor and let me know the comments.,True
1001,"Please review, and approve or reject the items in your eProcurement Inbox by logging into eProcurement at your eHRonline and Payables logon information.",True
1002,"Please review, monitor, and if necessary, adjust the storage withdrawals to avoid overruns and the resulting penalties as provided in Section 35.3B of the General Terms and Conditions.",True
1003,Please save and send this message to all the teams for future reference.,True
1004,"Please schedule and set up conference call between Jon Chapman, Sarah Gregory, Michelle and me regarding the data protection policy.",True
1005,Please schedule both June 14 and July 18 on my calendar.,True
1006,Please schedule conference call with your corporate lawyer Clement Abrams to discuss the current issues.,True
1007,Please schedule some time with Kevin Moore to go to level and train Vince Kaminski on the Avistar system.,True
1008,"Please schedule time to partcipate at your earliest opportunity, as this effort will be success for our group.",True
1009,"Please schedule your flight to arrive to the San Francisco airport on Monday, October 16th.",True
1010,Please see attached documents and start working on your dedicated tasks assigned to you.,True
1011,Please see Technical Bulletin from day ahead external transactions.,True
1012,Please see the attached notice regarding the Federal Energy Regulatory Commission's request to the NYISO for data relating to generator unit outages and give the rating.,True
1013,Please see the attached spreadsheet for trade by trade list and summary.,True
1014,Please see the attachment below for items to be discussed and let me know if there are additional items to be added as soon as possible.,True
1015,please see the new schedule for January and arrange the meetings with managers.,True
1016,Please see the revised schedule and ticket information provided by the Astros and plan accordingly.,True
1017,"Please select the individual from your company who will attend these sessions, and forward the attached registration brochure to them.",True
1018,Please send him the Feb and Mar activity.,True
1019,Please send me an email to let me know you got this.,True
1020,Please send me one page hard copy by tomorrow.,True
1021,"Please send me the correct information, being careful to list the supervisor's complete name.",True
1022,Please send me the info on Enron Compression Services that I'll need to fill in the front left side of the GISB.,True
1023,Please send me the normal files as before and start making changes.,True
1024,Please send me your Assistants name and number so can schedule time for you and Kevin for meeting next week.,True
1025,Please send out an adjustment for the decrease to New Power.,True
1026,"Please send them to my house 8855 Merlin Ct, Houston, TX 77055.",True
1027,"please send this blank matrix to the project manager and have them complete the title information amd items through in the upper box on the first page, then send it to me.",True
1028,Please send this email to anyone that may need to see it.,True
1029,Please send this file to Jeff and check with him to see if he or someone in their group can do.,True
1030,Please send this to the appropriate folks at Squire Sanders today.,True
1031,Please send to Tammie by close of play tomorrow.,True
1032,"Please send your list of issues, as well as mailing list information, by Next week.",True
1033,Please set up an interview for me one afternoon during the next couple of weeks and send me the formalities to do before attending.,True
1034,Please set up meeting for this afternoon and invite the following people.,True
1035,Please set up meeting with Steve Kean to discuss expert finder asap on Thursday.,True
1036,"Please set up reserve for this amount in March 2001 as this will be offset by an unbudgeted market support payment to Southwest Gas Corporation in December 2001 of $142,000.",True
1037,"Please set up the following CES Equitrans, LP contracts with ENA as agent.",True
1038,Please set up the following CGAS contracts.,True
1039,Please set up the following contract with ENA as agent for Columbia Energy Marketing.,True
1040,Please set up the following Sonat contract with ENA as agent for CES Pipeline Southern Natural Firmness Firm Service.,True
1041,Please settle charges with FERC that the company was purposely withholding electricity from California's power market.,True
1042,Please share the project details ASAP with your organizations.,True
1043,please shed some light on these issues or at least guide me to someone who can.,True
1044,Please show this email to the CES Transco scheduler for confirmation.,True
1045,Please sign both documents and FedEx them to me at the address described below.,True
1046,please start showing the West orig as Gas web from today onwards.,True
1047,Please start the deliveries on the 10th and inform to all.,True
1048,Please stay in touch with the team and send the updates to me.,True
1049,Please stick him on John Please put me on the trading track interview schedule for this afternoon.,True
1050,Please still let me know where you guys are going to be and if anything changes I'll update you all.,True
1051,Please submit your news by noon Wednesday.,True
1052,Please submit your written application to Joe Thompson at the Dominion Gathering Production Office.,True
1053,Please summarize and hand out to traders.,True
1054,Please summarize for us the status of the report sent recently in the meeting.,True
1055,Please supervise all customer and company staff in all TD operations.,True
1056,Please take immediate action to satisfy this call prior to the close of the market be forced to take action to satisfy the call by selling some or all of your portfolio.,True
1057,Please take look and let Elizabeth know which price should be in Sitara.,True
1058,Please take look at this and make whatever corrections are necessary with in 2 days.,True
